"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"requinte-de-rosas-colombianas";"Requinte de Rosas Colombianas";"Rosas e Arranjos";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"2772";"";"SIM";"NÃO";"Dentre as dezenas de espécies de rosas existentes, as colombianas têm conquistado um espaço de grande destaque no mundo pelo seu tamanho incomum, chegam a ser até duas vezes maiores que qualquer rosa nacional. A cor do lírio eventualmente poderá sofrer alterações de acordo com a época do ano E a cor da embalagem pode variar de acordo a disponibilidade em estoque. Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Requinte de Rosas Colombianas";"Dentre as dezenas de espécies de rosas existentes, as colombianas têm conquistado um espaço de grande destaque no mundo pelo seu tamanho incomum, chegam a ser a";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-balao";"Rosa Colombiana com Balão";"Rosas e Arranjos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"4237";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão Para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal.";"floricultura, rosas e arranjos";"Rosa Colombiana com Balão";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-balao-aniversario";"Rosa Colombiana Com Balão Aniversário";"Rosas e Arranjos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"4870";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão Aniversário. Para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal.";"floricultura, rosas e arranjos";"Rosa Colombiana Com Balão Aniversário";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-chocolate";"Rosa Colombiana com Chocolate";"Rosas e Arranjos";"";"";"";"";"";"";"129.90";"";"";"";"";"";"";"2612";"";"SIM";"NÃO";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha deliciosos bombons Ferrero Rocher, caixa com 12 unidades. Surpreenda e emocione, este é o presente ideal para qualquer tipo de ocasião! Gostou? Então confira outros modelos de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Rosa Colombiana com Chocolate";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha delicioso";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-chocolate-coracao";"Rosa Colombiana com Chocolate Coração";"Rosas e Arranjos";"";"";"";"";"";"";"119.90";"";"";"";"";"";"";"2613";"";"SIM";"NÃO";"Sofisticado Cachepô de vidro o com uma rosa Rosa Colombiana Importada, folhagem e um delicado laço de fita vermelha, deixando o arranjo elegante e sofisticado, acompanha deliciosos bombons ao leite da marca Bombonatti com 11 unidades. Ideal para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal Gostou? Então confira outros modelos de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Rosa Colombiana com Chocolate Coração";"Sofisticado Cachepô de vidro o com uma rosa Rosa Colombiana Importada, folhagem e um delicado laço de fita vermelha, deixando o arranjo elegante e sofisticado, ";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-chocolate-ferrero-rocher";"Rosa Colombiana com Chocolate Ferrero Rocher";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"2611";"";"SIM";"NÃO";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha deliciosos bombons Ferrero Rocher com 8 unidades. Ideal para qualquer tipo de ocasião, surpreenda, emocione!!! Este é o presente ideal. Gostou? Então confira outros modelos de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Rosa Colombiana com Chocolate Ferrero Rocher";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha delicioso";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-ferrero";"Rosa Colombiana com Ferrero";"Rosas e Arranjos";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"4002";"";"SIM";"NÃO";"Lindas e exuberantes, o arranjo de rosas importadas colombianas ganha ainda mais charme e beleza acompanhado do magnifico chocolate Ferrero Rocher doze unidades. Arranjo montado em cesta de vime A decoração da embalagem poderá variar de acordo com a disponibilidade em estoque Tamanho aproximado da cesta 30 cm C x 18cm A Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Rosa Colombiana com Ferrero";"Lindas e exuberantes, o arranjo de rosas importadas colombianas ganha ainda mais charme e beleza acompanhado do magnifico chocolate Ferrero Rocher doze unidades";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-ferrero-4-unidades";"Rosa Colombiana com Ferrero 4 Unidades";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"4720";"";"SIM";"NÃO";"Coleção Doce Carinho - Rosa Colombiana Importada na cor vermelha com detalhe em astromelia embalado para presente com laço de fita Acompanha delicioso chocolate ferrero rocher 4 unidades Dimensões aproximadas 18cm L x 25cm A A cor da astromelia poderá variar de acordo com a época e a disponibilidade em estoque. Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Rosa Colombiana com Ferrero 4 Unidades";"Coleção Doce Carinho - Rosa Colombiana Importada na cor vermelha com detalhe em astromelia embalado para presente com laço de fita Acompanha delicioso chocolate";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-com-ferrero-rocher-4-unidades";"Rosa Colombiana com Ferrero Rocher 4 unidades";"Rosas e Arranjos";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"5316";"";"SIM";"NÃO";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha deliciosos bombons Ferrero Rocher com 4 unidades. Ideal para qualquer tipo de ocasião, surpreenda, emocione!!! Este é o presente ideal.";"floricultura, rosas e arranjos";"Rosa Colombiana com Ferrero Rocher 4 unidades";"Sofisticado Cachepô de vidro o com uma rosa colombiana, folhagem e um delicado laço de fita vermelha deixa o arranjo elegante e sofisticado, acompanha delicioso";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-feliz-aniversario-ferrero-roche";"Rosa Colombiana Feliz Aniversário Ferrero Roche";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"4618";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaquinha Feliz Aniversário e caixa de chocolate Ferrero Roche quatro unidades. Para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal.";"floricultura, rosas e arranjos";"Rosa Colombiana Feliz Aniversário Ferrero Roche";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaqu";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-happy-birthday";"Rosa Colombiana Happy Birthday";"Rosas e Arranjos";"";"";"";"";"";"";"79.90";"";"";"";"";"";"";"4614";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão Happy Birthday Para qualquer tipo de ocasião, surpreenda, emocione !!! Faça seu presente ainda mais especial!";"floricultura, rosas e arranjos";"Rosa Colombiana Happy Birthday";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-happy-birthday-e-ferrero-roche";"Rosa Colombiana Happy Birthday e Ferrero Roche";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"4616";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão Happy Birthday e Caixa de Ferrero Roche 4 unidades Para qualquer tipo de ocasião, surpreenda, emocione !!! Faça seu presente ainda mais especial!";"floricultura, rosas e arranjos";"Rosa Colombiana Happy Birthday e Ferrero Roche";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Balão";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-mae-com-ferrero-4-unidades";"Rosa Colombiana Mãe com Ferrero 4 Unidades";"Rosas e Arranjos";"";"";"";"";"";"";"84.90";"";"";"";"";"";"";"5346";"";"SIM";"NÃO";"Rosa Colombiana Importada na cor vermelha com detalhe em astromelia embalado para presente com laço de fita Acompanha delicioso chocolate ferrero rocher 4 unidades Acompanha Cartão dia das Mães Dimensões aproximadas: 18cm L x 25cm A A cor da astromelia poderá variar de acordo com a época e a disponibilidade em estoque.";"floricultura, rosas e arranjos";"Rosa Colombiana Mãe com Ferrero 4 Unidades";"Rosa Colombiana Importada na cor vermelha com detalhe em astromelia embalado para presente com laço de fita Acompanha delicioso chocolate ferrero rocher 4 unida";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-no-cachepo-de-vidro";"Rosa Colombiana no Cachepô de Vidro";"Rosas e Arranjos";"";"";"";"";"";"";"54.90";"";"";"";"";"";"";"2610";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Para qualquer tipo de ocasião, surpreenda, emocione! Este é o presente ideal. Gostou? Então confira outros modelos de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, rosas e arranjos";"Rosa Colombiana no Cachepô de Vidro";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Para qualquer t";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-no-kraft";"Rosa Colombiana no Kraft";"Rosas e Arranjos";"";"";"";"";"";"";"44.90";"";"";"";"";"";"";"4687";"";"SIM";"NÃO";"As Rosas Colombianas são conhecidas por sua qualidade excepcional e suas cores vibrantes, tornando cada flor uma verdadeira obra de arte da natureza. O papel kraft adiciona um toque de rusticidade e autenticidade, criando uma combinação perfeita entre o clássico e o contemporâneo. Dimensões Aproximadas: 15cm X 25cm Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Rosa Colombiana no Kraft";"As Rosas Colombianas são conhecidas por sua qualidade excepcional e suas cores vibrantes, tornando cada flor uma verdadeira obra de arte da natureza. O papel kr";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-rustica";"Rosa Colombiana Rústica";"Rosas e Arranjos";"";"";"";"";"";"";"59.90";"";"";"";"";"";"";"4238";"";"SIM";"NÃO";"Lindo arranjo floral contendo uma rosa colombiana e folhagem. Em uma embalagem rústica e bem sofisticada com juta e laço de fita. Ideal para presentear em qualquer ocasião";"floricultura, rosas e arranjos";"Rosa Colombiana Rústica";"Lindo arranjo floral contendo uma rosa colombiana e folhagem. Em uma embalagem rústica e bem sofisticada com juta e laço de fita. Ideal para presentear em qualq";"Praça Das Flores";"SIM";"";"";"";""
"rosa-colombiana-seja-feliz";"Rosa Colombiana Seja Feliz";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"4615";"";"SIM";"NÃO";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaquinha Seja Feliz e Deliciosa caixa de chocolate Ferrero Roche 4 unidades Para qualquer tipo de ocasião, surpreenda, emocione !!! Este é o presente ideal. Confira outros modelos de Presentes Românticos na nossa seleção de Flores para o Dia dos Namorados";"floricultura, rosas e arranjos";"Rosa Colombiana Seja Feliz";"Sofisticado cachepô de vidro com uma rosa Rosa Colombiana, folhagem e um delicado laço fita vermelha, deixando o arranjo elegante e sofisticado. Acompanha Plaqu";"Praça Das Flores";"SIM";"";"";"";""
"rosa-lembrei-de-voce-colombiana-unitaria";"Rosa lembrei de você Colombiana Unitária";"Rosas e Arranjos";"";"";"";"";"";"";"49.90";"";"";"";"";"";"";"5261";"";"SIM";"NÃO";"Um gesto simples, mas cheio de significado. A Rosa Serena Colombiana vermelha importada, unitária, finamente embalada em celofane transparente e finalizada com laço de fita. Perfeita para dizer ""lembrei de você"", ""te amo"", ""gosto de você"" ou ""tenho carinho por você"" - com delicadeza e elegância. Tamanho pequeno (rosa unitária) Ideal para qualquer ocasião: amor, amizade, agradecimento ou surpresa Pronta para presentear, com acabamento impecável Um botão de rosa para lembrar, de forma encantadora, o quanto alguém é especial";"floricultura, rosas e arranjos";"Rosa lembrei de você Colombiana Unitária";"Um gesto simples, mas cheio de significado. A Rosa Serena Colombiana vermelha importada, unitária, finamente embalada em celofane transparente e finalizada com ";"Praça Das Flores";"SIM";"";"";"";""
"rosa-vermelha-individual-com-trigo";"Rosa Vermelha Individual com Trigo";"Rosas e Arranjos";"";"";"";"";"";"";"39.90";"";"";"";"";"";"";"5244";"";"SIM";"NÃO";"Clássica, elegante e cheia de significado. A rosa vermelha simboliza amor, paixão e sentimentos intensos, enquanto o trigo natural representa prosperidade, abundância e bons desejos. Embalada em papel celofane transparente, a composição valoriza a simplicidade e a sofisticação do arranjo. Ideal para demonstrar carinho, amor ou para tornar qualquer momento ainda mais especial. ❤️ Um gesto simples que diz tudo.";"floricultura, rosas e arranjos";"Rosa Vermelha Individual com Trigo";"Clássica, elegante e cheia de significado. A rosa vermelha simboliza amor, paixão e sentimentos intensos, enquanto o trigo natural representa prosperidade, abun";"Praça Das Flores";"SIM";"";"";"";""
"rosas-amarelas-em-cachepo-de-madeira";"Rosas Amarelas em Cachepô de Madeira";"Rosas e Arranjos";"";"";"";"";"";"";"109.90";"";"";"";"";"";"";"4307";"";"SIM";"NÃO";"Floricultura Praça Das Flores : Arranjo confeccionado com quatro rosas amarelas, mosquitinho e folhagem verde em um delicado Cachepô de Madeira. Ideal para presentear uma pessoa especial em qualquer ocasião. Obs: O cachepo pode variar. Dimensões Aproximadas 27cm Largura x 25cm Altura";"floricultura, rosas e arranjos";"Rosas Amarelas em Cachepô de Madeira";"Floricultura Praça Das Flores : Arranjo confeccionado com quatro rosas amarelas, mosquitinho e folhagem verde em um delicado Cachepô de Madeira. Ideal para pres";"Praça Das Flores";"SIM";"";"";"";""
"rosas-colombianas-com-chocolate";"Rosas Colombianas com Chocolate";"Rosas e Arranjos";"";"";"";"";"";"";"154.90";"";"";"";"";"";"";"2686";"";"SIM";"NÃO";"Surpreenda com elegância e sofisticação quem você admira, este é um sofisticado arranjo com rosas colombianas e deliciosos chocolates Ferrero Rocher. Ideal para quem quer surpreender e encantar uma pessoa querida Gostou? Então confira outros modelos de Flores e Chocolates e surpreenda com um presente delicioso e belíssimo.";"floricultura, rosas e arranjos";"Rosas Colombianas com Chocolate";"Surpreenda com elegância e sofisticação quem você admira, este é um sofisticado arranjo com rosas colombianas e deliciosos chocolates Ferrero Rocher. Ideal para";"Praça Das Flores";"SIM";"";"";"";""
